counter,brick_name,x,y
1,brick_43,9.920000000000002,-5.4399999999999995
2,brick_10,1.316200096865602,11.236886459558582
3,brick_92,-8.0,8.000000000000004
4,brick_91,8.0,8.000000000000004
5,brick_98,-8.0,8.000000000000004
6,brick_88,-8.0,8.000000000000004
7,brick_89,-7.6474831158537615,-8.0
8,brick_77,-7.6474831158537615,8.000000000000004
9,brick_78,-0.27539401849150735,11.310356233761123
10,brick_93,8.0,8.0
11,brick_96,-8.0,8.0
12,brick_66,8.0,8.0
13,brick_55,-8.0,8.0
14,brick_44,8.0,8.0
15,brick_65,11.216946954515628,-1.4765165151743656
16,brick_54,-11.216946954515628,1.4765165151743656
17,brick_64,11.216946954515628,1.4765165151743656
18,brick_76,11.216946954515628,-1.4765165151743656
19,brick_42,7.56663417429305,8.41106695208287
20,brick_87,7.56663417429305,-8.41106695208287
21,brick_9,-7.56663417429305,-8.41106695208287
22,brick_7,-7.56663417429305,-8.41106695208287
23,brick_5,10.513820463800858,-4.1784661366298455
24,brick_21,10.513820463800858,4.1784661366298455
25,brick_53,10.513820463800862,4.1784661366298455
26,brick_97,0.7732283898686045,11.287254664315025
27,brick_82,-8.0,7.999999999999998
28,brick_80,8.0,7.999999999999998
29,brick_94,8.087978212327423,2.0292458293602884
30,brick_95,-8.0,2.0292458293602884
31,brick_83,1.5618673020530807,8.104221687907701
32,brick_32,-8.0,8.0
33,brick_75,-8.0,-7.999999999999998
34,brick_31,-8.0,7.999999999999998
35,brick_52,8.0,7.999999999999998
36,brick_86,8.0,-7.9999999999999964
37,brick_20,-8.0,-7.999999999999995
38,brick_18,-8.0,-7.999999999999993
39,brick_16,-8.0,-7.999999999999991
40,brick_3,-8.0,-7.999999999999993
41,brick_1,-8.0,-7.999999999999995
42,brick_33,0.328567666871475,11.308936434885757
43,brick_69,8.0,8.0
44,brick_81,-8.0,8.0
45,brick_70,-1.93202225653196,11.147523940331556
46,brick_85,8.0,8.0
47,brick_59,-8.0,8.0
48,brick_48,8.0,8.0
49,brick_71,-7.999999999999998,8.0
50,brick_60,2.603827884436921,11.009999107548953
51,brick_29,-8.0,-8.0
52,brick_6,8.0,-8.0
53,brick_84,-0.8167541270724996,8.0
54,brick_17,7.727315153433576,-8.263691700415492
55,brick_90,-8.0,7.999999999999998
56,brick_67,-3.5074544529874325,7.209821944437246
57,brick_72,-0.44152818422529094,10.760417525961694
58,brick_8,-8.0,-7.999999999999998
59,brick_27,-8.0,-7.9999999999999964
60,brick_14,-8.0,-7.999999999999995
61,brick_12,-8.0,-7.999999999999993
62,brick_22,-8.0,7.999999999999993
63,brick_19,-8.0,-7.999999999999991
64,brick_38,-8.0,-7.999999999999991
65,brick_4,-0.5029786950027093,11.30252239247387
66,brick_26,0.5029786950027091,11.30252239247387
67,brick_49,0.5029786950027091,-11.30252239247387
68,brick_61,-6.4628931702455,4.735480189810946
69,brick_73,8.0,4.735480189810946
70,brick_63,7.657501567965879,-0.1409425500369661
71,brick_74,6.706606469440839,-3.6984624818788023
72,brick_28,-6.706606469440839,-3.6984624818788023
73,brick_2,-6.706606469440839,-3.6984624818788023
74,brick_0,-6.706606469440841,3.6984624818788023
75,brick_45,-2.4007403912190615,7.272801429970448
76,brick_50,-7.847317742288963,7.437287468649917
77,brick_39,8.0,7.437287468649917
78,brick_47,-2.783890710926644,10.562348100728048
79,brick_56,8.0,8.0
80,brick_79,-8.0,8.0
81,brick_62,8.0,8.0
82,brick_23,8.0,-8.0
83,brick_15,6.6456946653297715,-9.156131410983978
84,brick_36,9.180104381940978,6.612539870327291
85,brick_58,-8.0,6.612539870327289
86,brick_30,0.4513531140861158,10.36927981602738
87,brick_37,-0.3369218138650556,11.308690626741093
88,brick_51,-6.419320883240708,5.366616549390383
89,brick_41,8.0,5.366616549390383
90,brick_34,8.0,5.366616549390383
91,brick_46,-8.0,5.366616549390383
92,brick_35,-2.2070852222594155,9.377064999768043
93,brick_13,-8.627126346123081,-7.319336787443859
94,brick_40,8.0,-7.319336787443859
95,brick_24,8.0,-7.3193367874438575
96,brick_57,9.795426082047992,4.649980524600386
97,brick_25,2.2776050548802047,8.968546933207577
98,brick_11,-7.999999999999998,-8.0
99,brick_68,7.999999999999998,-8.0
100,brick_95,8.0,8.0
101,brick_94,11.125914958721975,-2.052806939604067
102,brick_96,-9.94371368601923,5.39653204664569
103,brick_93,7.113545175733606,5.39653204664569
104,brick_92,-8.0,5.39653204664569
105,brick_85,8.0,5.39653204664569
106,brick_88,-8.0,5.39653204664569
107,brick_98,8.000000000000004,-5.39653204664569
108,brick_65,8.000000000000004,-5.39653204664569
109,brick_32,8.000000000000004,-5.39653204664569
110,brick_8,-8.000000000000004,-5.396532046645691
111,brick_5,-8.000000000000004,-5.39653204664569
112,brick_2,-8.000000000000004,-5.396532046645691
113,brick_0,-8.000000000000004,-5.39653204664569
114,brick_1,6.374353938894926,-7.245010006353939
115,brick_13,6.374353938894926,-7.245010006353939
116,brick_3,-0.6786558126726918,-9.626109516227183
117,brick_24,-0.6786558126726918,-9.626109516227183
118,brick_35,-0.6786558126726918,-9.62610951622718
119,brick_46,-0.6786558126726918,-9.626109516227183
120,brick_12,-0.6786558126726918,-9.626109516227183
121,brick_23,-0.6786558126726918,-9.626109516227183
122,brick_34,-0.6786558126726918,-9.626109516227183
123,brick_45,-0.6786558126726918,-9.626109516227187
124,brick_11,9.649981960504412,-0.020156696491854476
125,brick_4,-9.649981960504412,-0.020156696491854476
126,brick_6,-9.649981960504412,-0.020156696491854476
